Date,Attribute,Value
11/1/1984,Northern Territory,5.5920047
11/1/1984,Australian Capital Territory,4.4877115
12/1/1984,Australia,8.6376821
12/1/1984,New South Wales,8.7210362
12/1/1984,Victoria,7.5890435
12/1/1984,Queensland,9.9515316
12/1/1984,South Australia,9.8975464
12/1/1984,Western Australia,8.5207885
12/1/1984,Tasmania,9.2686063
12/1/1984,Northern Territory,7.6945595
12/1/1984,Australian Capital Territory,4.942011
1/1/1985,Australia,9.2507023
1/1/1985,New South Wales,9.554959
1/1/1985,Victoria,7.8092869
1/1/1985,Queensland,11.0838394
1/1/1985,South Australia,10.1333852
1/1/1985,Western Australia,8.8837047
1/1/1985,Tasmania,10.1386762
1/1/1985,Northern Territory,7.5639398
1/1/1985,Australian Capital Territory,5.2922401
2/1/1985,Australia,9.2731703
2/1/1985,New South Wales,9.6191155
2/1/1985,Victoria,7.838829
2/1/1985,Queensland,11.3195045
2/1/1985,South Australia,9.4830518
2/1/1985,Western Australia,9.2250479
2/1/1985,Tasmania,9.2373709
2/1/1985,Northern Territory,6.8186733
2/1/1985,Australian Capital Territory,6.1195039
3/1/1985,Australia,9.1779266
3/1/1985,New South Wales,9.6375835
3/1/1985,Victoria,8.0157744
3/1/1985,Queensland,10.7830698
3/1/1985,South Australia,9.1495736
3/1/1985,Western Australia,8.9816376
3/1/1985,Tasmania,8.9093134
3/1/1985,Northern Territory,7.5852448
3/1/1985,Australian Capital Territory,5.246488
4/1/1985,Australia,8.5409185
4/1/1985,New South Wales,8.909219
4/1/1985,Victoria,7.3298747
4/1/1985,Queensland,10.4108293
4/1/1985,South Australia,8.6973492
4/1/1985,Western Australia,8.340912
4/1/1985,Tasmania,8.4065562
4/1/1985,Northern Territory,5.7270971
4/1/1985,Australian Capital Territory,4.4951111
5/1/1985,Australia,8.3817007
5/1/1985,New South Wales,9.0105421
5/1/1985,Victoria,6.8863287
5/1/1985,Queensland,9.8790451
5/1/1985,South Australia,8.3077198
5/1/1985,Western Australia,8.385934
5/1/1985,Tasmania,8.5267061
5/1/1985,Northern Territory,7.4348684
5/1/1985,Australian Capital Territory,5.3154596
6/1/1985,Australia,8.361045
6/1/1985,New South Wales,8.9399233
6/1/1985,Victoria,7.0434757
6/1/1985,Queensland,9.6051299
6/1/1985,South Australia,8.468732
6/1/1985,Western Australia,8.2550234
6/1/1985,Tasmania,9.5097268
6/1/1985,Northern Territory,6.8718826
6/1/1985,Australian Capital Territory,4.3452323
7/1/1985,Australia,7.7969733
7/1/1985,New South Wales,8.3004471
7/1/1985,Victoria,6.360604
7/1/1985,Queensland,9.2473831
7/1/1985,South Australia,8.1784077
7/1/1985,Western Australia,7.7241049
7/1/1985,Tasmania,8.4363395
7/1/1985,Northern Territory,6.861293
7/1/1985,Australian Capital Territory,4.331781
8/1/1985,Australia,7.9011729
8/1/1985,New South Wales,8.7247318
8/1/1985,Victoria,6.1531723
8/1/1985,Queensland,8.9702298
8/1/1985,South Australia,8.6640641
8/1/1985,Western Australia,7.9123487
8/1/1985,Tasmania,8.6185964
8/1/1985,Northern Territory,6.586987
8/1/1985,Australian Capital Territory,3.9603378
9/1/1985,Australia,7.9583341
9/1/1985,New South Wales,8.5097459
9/1/1985,Victoria,6.609033
9/1/1985,Queensland,8.7814143
9/1/1985,South Australia,8.8494876
9/1/1985,Western Australia,7.4556198
9/1/1985,Tasmania,9.8658334
9/1/1985,Northern Territory,8.0238416
9/1/1985,Australian Capital Territory,5.0923221
10/1/1985,Australia,7.3199628
10/1/1985,New South Wales,7.5466066
10/1/1985,Victoria,6.3364181
10/1/1985,Queensland,8.316464
10/1/1985,South Australia,8.177603
10/1/1985,Western Australia,6.9580106
10/1/1985,Tasmania,8.9582314
10/1/1985,Northern Territory,6.8847642
10/1/1985,Australian Capital Territory,3.784634
11/1/1985,Australia,7.3143716
11/1/1985,New South Wales,7.629156
11/1/1985,Victoria,6.0360764
11/1/1985,Queensland,8.2587022
11/1/1985,South Australia,8.2278587
11/1/1985,Western Australia,7.2290322
11/1/1985,Tasmania,8.6619398
11/1/1985,Northern Territory,8.3625506
11/1/1985,Australian Capital Territory,4.912957
12/1/1985,Australia,7.8795576
12/1/1985,New South Wales,8.333491
12/1/1985,Victoria,6.6215406
12/1/1985,Queensland,8.8781777
12/1/1985,South Australia,8.3686218
12/1/1985,Western Australia,7.8514806
12/1/1985,Tasmania,9.0429483
12/1/1985,Northern Territory,6.5986326
12/1/1985,Australian Capital Territory,5.4577222
1/1/1986,Australia,8.4684459
1/1/1986,New South Wales,9.0240186
1/1/1986,Victoria,6.8168431
1/1/1986,Queensland,9.5693159
1/1/1986,South Australia,9.233388
1/1/1986,Western Australia,8.3364056
1/1/1986,Tasmania,10.5087031
1/1/1986,Northern Territory,7.0920836
1/1/1986,Australian Capital Territory,6.8012373
2/1/1986,Australia,8.8385724
2/1/1986,New South Wales,9.380945
2/1/1986,Victoria,7.3736868
2/1/1986,Queensland,10.3212448
2/1/1986,South Australia,8.8127165
2/1/1986,Western Australia,8.7277861
2/1/1986,Tasmania,9.7445622
2/1/1986,Northern Territory,8.7286754
2/1/1986,Australian Capital Territory,6.0463509
3/1/1986,Australia,8.4498358
3/1/1986,New South Wales,8.8491595
3/1/1986,Victoria,7.0050246
3/1/1986,Queensland,9.744539
3/1/1986,South Australia,8.7348679
3/1/1986,Western Australia,8.6158065
3/1/1986,Tasmania,9.8088681
3/1/1986,Northern Territory,8.8648509
3/1/1986,Australian Capital Territory,5.9574753
4/1/1986,Australia,8.0017189
4/1/1986,New South Wales,8.4480122
4/1/1986,Victoria,6.7840388
4/1/1986,Queensland,9.1893471
4/1/1986,South Australia,8.0423737
4/1/1986,Western Australia,8.0225342
4/1/1986,Tasmania,9.1711183
4/1/1986,Northern Territory,7.4865486
4/1/1986,Australian Capital Territory,4.7903363
5/1/1986,Australia,7.8497733
5/1/1986,New South Wales,8.1900183
5/1/1986,Victoria,6.2341263
5/1/1986,Queensland,9.8320041
5/1/1986,South Australia,8.2362793
5/1/1986,Western Australia,7.9834093
5/1/1986,Tasmania,8.5252826
5/1/1986,Northern Territory,6.400209
5/1/1986,Australian Capital Territory,4.2134592
6/1/1986,Australia,7.4464708
6/1/1986,New South Wales,7.9587626
6/1/1986,Victoria,5.8403752
6/1/1986,Queensland,9.0380653
6/1/1986,South Australia,7.6839649
6/1/1986,Western Australia,7.6055058
6/1/1986,Tasmania,7.9527517
6/1/1986,Northern Territory,5.74274
6/1/1986,Australian Capital Territory,4.8723515
7/1/1986,Australia,7.85595
7/1/1986,New South Wales,8.2058183
7/1/1986,Victoria,6.4529777
7/1/1986,Queensland,9.6029931
7/1/1986,South Australia,8.4299713
7/1/1986,Western Australia,7.5913785
7/1/1986,Tasmania,7.7856647
7/1/1986,Northern Territory,8.8577282
7/1/1986,Australian Capital Territory,4.0504174
8/1/1986,Australia,7.9512614
8/1/1986,New South Wales,8.2927757
8/1/1986,Victoria,6.7447963
8/1/1986,Queensland,9.3748834
8/1/1986,South Australia,8.7017743
8/1/1986,Western Australia,7.7110816
8/1/1986,Tasmania,8.1581718
8/1/1986,Northern Territory,7.4102444
8/1/1986,Australian Capital Territory,3.7031885
9/1/1986,Australia,8.2499806
9/1/1986,New South Wales,8.6701567
9/1/1986,Victoria,7.0406269
9/1/1986,Queensland,9.3052721
9/1/1986,South Australia,9.5602049
9/1/1986,Western Australia,8.0720125
9/1/1986,Tasmania,8.140552
9/1/1986,Northern Territory,5.9728558
9/1/1986,Australian Capital Territory,4.44092
10/1/1986,Australia,7.7546691
10/1/1986,New South Wales,8.1860662
10/1/1986,Victoria,6.3761835
10/1/1986,Queensland,9.1319903
10/1/1986,South Australia,9.3028722
10/1/1986,Western Australia,7.0053423
10/1/1986,Tasmania,8.9909296
10/1/1986,Northern Territory,4.4288072
10/1/1986,Australian Capital Territory,3.7904433
11/1/1986,Australia,7.6683562
11/1/1986,New South Wales,8.1011784
11/1/1986,Victoria,6.3408626
11/1/1986,Queensland,8.7898573
11/1/1986,South Australia,8.295577
11/1/1986,Western Australia,7.4332142
11/1/1986,Tasmania,9.0542197
11/1/1986,Northern Territory,8.0887894
11/1/1986,Australian Capital Territory,4.4523629
12/1/1986,Australia,8.4374302
12/1/1986,New South Wales,8.5168448
12/1/1986,Victoria,7.2604095
12/1/1986,Queensland,10.18453
12/1/1986,South Australia,9.1127671
12/1/1986,Western Australia,8.1580323
12/1/1986,Tasmania,10.0020527
12/1/1986,Northern Territory,5.829032
12/1/1986,Australian Capital Territory,5.4577694
1/1/1987,Australia,8.8560492
1/1/1987,New South Wales,9.5962416
1/1/1987,Victoria,7.0785328
1/1/1987,Queensland,10.3695804
1/1/1987,South Australia,9.1938054
1/1/1987,Western Australia,8.5107212
1/1/1987,Tasmania,10.4215135
1/1/1987,Northern Territory,5.3916619
1/1/1987,Australian Capital Territory,6.8860627
2/1/1987,Australia,9.0606505
2/1/1987,New South Wales,9.562765
2/1/1987,Victoria,7.3563304
2/1/1987,Queensland,10.9661709
2/1/1987,South Australia,9.7839815
2/1/1987,Western Australia,8.3208545
2/1/1987,Tasmania,9.9394634
2/1/1987,Northern Territory,6.9937538
2/1/1987,Australian Capital Territory,7.3984356
3/1/1987,Australia,8.9692207
3/1/1987,New South Wales,9.4092995
3/1/1987,Victoria,7.216822
3/1/1987,Queensland,11.0175702
3/1/1987,South Australia,9.4918804
3/1/1987,Western Australia,8.5566966
3/1/1987,Tasmania,9.8597061
3/1/1987,Northern Territory,6.5102065
3/1/1987,Australian Capital Territory,7.5999584
4/1/1987,Australia,8.4008901
4/1/1987,New South Wales,8.8776994
4/1/1987,Victoria,6.6472152
4/1/1987,Queensland,10.1992519
4/1/1987,South Australia,8.947906
4/1/1987,Western Australia,8.2757318
4/1/1987,Tasmania,8.8804974
4/1/1987,Northern Territory,6.7426008
4/1/1987,Australian Capital Territory,7.1727196
5/1/1987,Australia,8.2072875
5/1/1987,New South Wales,8.8078678
5/1/1987,Victoria,6.2419477
5/1/1987,Queensland,10.0951365
5/1/1987,South Australia,8.8141546
5/1/1987,Western Australia,7.8667416
5/1/1987,Tasmania,9.7057831
5/1/1987,Northern Territory,5.9824561
5/1/1987,Australian Capital Territory,6.7823111
6/1/1987,Australia,7.8003745
6/1/1987,New South Wales,8.4652923
6/1/1987,Victoria,5.7879103
6/1/1987,Queensland,9.5650376
6/1/1987,South Australia,8.5188501
6/1/1987,Western Australia,7.6619764
6/1/1987,Tasmania,9.8014656
6/1/1987,Northern Territory,4.9067597
6/1/1987,Australian Capital Territory,4.8593322
7/1/1987,Australia,7.8361135
7/1/1987,New South Wales,8.6298137
7/1/1987,Victoria,5.7436669
7/1/1987,Queensland,9.2888855
7/1/1987,South Australia,8.9130095
7/1/1987,Western Australia,7.7179222
7/1/1987,Tasmania,9.2413495
7/1/1987,Northern Territory,5.4680712
7/1/1987,Australian Capital Territory,5.4336572
8/1/1987,Australia,7.8244236
8/1/1987,New South Wales,8.3638944
8/1/1987,Victoria,5.9432487
8/1/1987,Queensland,9.2593514
8/1/1987,South Australia,9.3678861
8/1/1987,Western Australia,7.462915
8/1/1987,Tasmania,9.0138272
8/1/1987,Northern Territory,7.6013266
8/1/1987,Australian Capital Territory,5.538563
9/1/1987,Australia,7.6771856
9/1/1987,New South Wales,8.3144606
9/1/1987,Victoria,5.6922821
9/1/1987,Queensland,9.2752055
9/1/1987,South Australia,8.3894678
9/1/1987,Western Australia,7.0488742
9/1/1987,Tasmania,9.1335508
9/1/1987,Northern Territory,12.7396416
9/1/1987,Australian Capital Territory,5.0292891
10/1/1987,Australia,7.5410889
10/1/1987,New South Wales,8.1182052
10/1/1987,Victoria,5.8324346
10/1/1987,Queensland,8.9495091
10/1/1987,South Australia,8.6560325
10/1/1987,Western Australia,6.8482982
10/1/1987,Tasmania,8.2645046
10/1/1987,Northern Territory,10.8545378
10/1/1987,Australian Capital Territory,4.5227123
11/1/1987,Australia,7.3177547
11/1/1987,New South Wales,7.7778188
11/1/1987,Victoria,5.6281309
11/1/1987,Queensland,8.6228274
11/1/1987,South Australia,8.5551758
11/1/1987,Western Australia,6.9116922
11/1/1987,Tasmania,8.6884358
11/1/1987,Northern Territory,10.7965419
11/1/1987,Australian Capital Territory,4.0069975
12/1/1987,Australia,7.8054367
12/1/1987,New South Wales,7.7167123
12/1/1987,Victoria,6.3549225
12/1/1987,Queensland,9.5979353
12/1/1987,South Australia,9.0591292
12/1/1987,Western Australia,7.6856461
12/1/1987,Tasmania,9.1366815
12/1/1987,Northern Territory,11.8787361
12/1/1987,Australian Capital Territory,5.2785709
1/1/1988,Australia,8.2684472
1/1/1988,New South Wales,8.0455444
1/1/1988,Victoria,6.5745877
1/1/1988,Queensland,10.6141387
1/1/1988,South Australia,9.5480719
1/1/1988,Western Australia,8.2768491
1/1/1988,Tasmania,10.002943
1/1/1988,Northern Territory,10.6095796
1/1/1988,Australian Capital Territory,6.2373013
2/1/1988,Australia,8.1695928
2/1/1988,New South Wales,7.8085323
2/1/1988,Victoria,6.7051578
2/1/1988,Queensland,10.1263047
2/1/1988,South Australia,9.7840526
2/1/1988,Western Australia,8.392269
2/1/1988,Tasmania,10.1751666
2/1/1988,Northern Territory,11.089426
2/1/1988,Australian Capital Territory,5.4270781
3/1/1988,Australia,8.0222509
3/1/1988,New South Wales,7.8570622
3/1/1988,Victoria,6.6336983
3/1/1988,Queensland,9.8230059
3/1/1988,South Australia,8.8296461
3/1/1988,Western Australia,8.109335
3/1/1988,Tasmania,10.2009364
3/1/1988,Northern Territory,12.1126843
3/1/1988,Australian Capital Territory,5.5202104
4/1/1988,Australia,8.0316597
4/1/1988,New South Wales,8.0652033
4/1/1988,Victoria,6.7645752
4/1/1988,Queensland,9.2532034
4/1/1988,South Australia,8.9124075
4/1/1988,Western Australia,8.2807425
4/1/1988,Tasmania,9.3008509
4/1/1988,Northern Territory,12.0796303
4/1/1988,Australian Capital Territory,5.4584047
5/1/1988,Australia,7.4607707
5/1/1988,New South Wales,7.5764674
5/1/1988,Victoria,6.4360391
5/1/1988,Queensland,8.1311264
5/1/1988,South Australia,8.5515537
5/1/1988,Western Australia,8.1204838
5/1/1988,Tasmania,7.9805654
5/1/1988,Northern Territory,7.2318161
5/1/1988,Australian Capital Territory,4.7076942
6/1/1988,Australia,7.1602491
6/1/1988,New South Wales,7.2306001
6/1/1988,Victoria,5.9392446
6/1/1988,Queensland,7.9324584
6/1/1988,South Australia,8.5557461
6/1/1988,Western Australia,7.4742773
6/1/1988,Tasmania,8.6613962
6/1/1988,Northern Territory,7.3310191
6/1/1988,Australian Capital Territory,5.9202219
7/1/1988,Australia,6.5653172
7/1/1988,New South Wales,6.7170921
7/1/1988,Victoria,5.2496517
7/1/1988,Queensland,7.135841
7/1/1988,South Australia,8.3533682
7/1/1988,Western Australia,6.6010269
7/1/1988,Tasmania,8.8947657
7/1/1988,Northern Territory,7.8041402
7/1/1988,Australian Capital Territory,4.7398937
8/1/1988,Australia,6.8258843
8/1/1988,New South Wales,7.071002
8/1/1988,Victoria,5.6168235
8/1/1988,Queensland,7.3109404
8/1/1988,South Australia,8.5226406
8/1/1988,Western Australia,6.6388429
8/1/1988,Tasmania,8.718248
8/1/1988,Northern Territory,8.0130093
8/1/1988,Australian Capital Territory,4.7688591
9/1/1988,Australia,6.8822261
9/1/1988,New South Wales,7.1507448
9/1/1988,Victoria,5.4685041
9/1/1988,Queensland,7.8020392
9/1/1988,South Australia,8.6070388
9/1/1988,Western Australia,6.3606639
9/1/1988,Tasmania,9.493789
9/1/1988,Northern Territory,6.8190722
9/1/1988,Australian Capital Territory,4.7217254
10/1/1988,Australia,6.3604767
10/1/1988,New South Wales,6.5252412
10/1/1988,Victoria,5.2954383
10/1/1988,Queensland,6.9213716
10/1/1988,South Australia,7.8420549
10/1/1988,Western Australia,5.9305173
10/1/1988,Tasmania,9.7104837
10/1/1988,Northern Territory,6.4916775
10/1/1988,Australian Capital Territory,3.7900357
11/1/1988,Australia,6.1072143
11/1/1988,New South Wales,6.3622629
11/1/1988,Victoria,4.6548971
11/1/1988,Queensland,6.802358
11/1/1988,South Australia,7.1162181
11/1/1988,Western Australia,6.4124402
11/1/1988,Tasmania,9.5599151
11/1/1988,Northern Territory,5.607207
11/1/1988,Australian Capital Territory,4.8482845
12/1/1988,Australia,6.8813626
12/1/1988,New South Wales,6.9715929
12/1/1988,Victoria,5.633007
12/1/1988,Queensland,7.7141989
12/1/1988,South Australia,8.0015144
12/1/1988,Western Australia,6.8210498
12/1/1988,Tasmania,10.1714834
12/1/1988,Northern Territory,6.6691223
12/1/1988,Australian Capital Territory,6.1728875
1/1/1989,Australia,7.3855743
1/1/1989,New South Wales,7.688114
1/1/1989,Victoria,5.9006431
1/1/1989,Queensland,8.2815613
1/1/1989,South Australia,8.8166395
1/1/1989,Western Australia,6.5676258
1/1/1989,Tasmania,11.5936037
1/1/1989,Northern Territory,8.3546076
1/1/1989,Australian Capital Territory,5.7338118
2/1/1989,Australia,7.3213786
2/1/1989,New South Wales,7.2440946
2/1/1989,Victoria,6.3462004
2/1/1989,Queensland,8.4064921
2/1/1989,South Australia,8.530144
2/1/1989,Western Australia,6.4313925
2/1/1989,Tasmania,11.4692542
2/1/1989,Northern Territory,7.7456524
2/1/1989,Australian Capital Territory,5.8019805
3/1/1989,Australia,6.672678
3/1/1989,New South Wales,7.043286
3/1/1989,Victoria,5.469428
3/1/1989,Queensland,7.3498948
3/1/1989,South Australia,7.1385999
3/1/1989,Western Australia,6.2541356
3/1/1989,Tasmania,10.3070069
3/1/1989,Northern Territory,7.2279047
3/1/1989,Australian Capital Territory,5.5861385
4/1/1989,Australia,6.2854656
4/1/1989,New South Wales,6.4314736
4/1/1989,Victoria,5.2030324
4/1/1989,Queensland,7.3114068
4/1/1989,South Australia,7.2059166
4/1/1989,Western Australia,5.6411205
4/1/1989,Tasmania,9.0524005
4/1/1989,Northern Territory,4.8569788
4/1/1989,Australian Capital Territory,5.8816031
5/1/1989,Australia,6.2797914
5/1/1989,New South Wales,6.7211689
5/1/1989,Victoria,5.0117955
5/1/1989,Queensland,6.8622513
5/1/1989,South Australia,7.78758
5/1/1989,Western Australia,5.5326108
5/1/1989,Tasmania,8.3035721
5/1/1989,Northern Territory,6.2115435
5/1/1989,Australian Capital Territory,5.0810235
6/1/1989,Australia,5.8134174
6/1/1989,New South Wales,6.0848623
6/1/1989,Victoria,4.4598506
6/1/1989,Queensland,6.4737919
6/1/1989,South Australia,7.0440138
6/1/1989,Western Australia,5.7241008
6/1/1989,Tasmania,9.188775
6/1/1989,Northern Territory,4.6172316
6/1/1989,Australian Capital Territory,4.8310363
7/1/1989,Australia,5.8626835
7/1/1989,New South Wales,6.2163227
7/1/1989,Victoria,4.480188
7/1/1989,Queensland,6.4482961
7/1/1989,South Australia,7.3960095
7/1/1989,Western Australia,5.3906585
7/1/1989,Tasmania,8.5990567
7/1/1989,Northern Territory,5.3072118
7/1/1989,Australian Capital Territory,5.5646153
8/1/1989,Australia,5.7229216
8/1/1989,New South Wales,5.962176
8/1/1989,Victoria,4.3756072
8/1/1989,Queensland,6.5583938
8/1/1989,South Australia,6.5931492
8/1/1989,Western Australia,5.6086115
8/1/1989,Tasmania,8.1956943
8/1/1989,Northern Territory,8.8234956
8/1/1989,Australian Capital Territory,4.3190033
9/1/1989,Australia,5.9917827
9/1/1989,New South Wales,6.2247738
9/1/1989,Victoria,4.743279
9/1/1989,Queensland,6.6811021
9/1/1989,South Australia,6.5473208
9/1/1989,Western Australia,6.2607813
9/1/1989,Tasmania,8.8838534
9/1/1989,Northern Territory,6.0687323
9/1/1989,Australian Capital Territory,5.1889612
10/1/1989,Australia,5.5238384
10/1/1989,New South Wales,5.4952786
10/1/1989,Victoria,4.3256083
10/1/1989,Queensland,6.5215398
10/1/1989,South Australia,6.8802199
10/1/1989,Western Australia,5.3991005
10/1/1989,Tasmania,7.8153423
10/1/1989,Northern Territory,6.5646947
10/1/1989,Australian Capital Territory,4.5750528
